time(s),ax(g),ay(g),az(g),wx(deg/s),wy(deg/s),wz(deg/s),label_guodu,label_start
137.37,0.2725,-0.3799,0.0908,-21.3623,41.626,200.1343,0,0
137.375,0.3184,-0.3804,0.1113,-28.9917,44.7388,202.2705,0,0
137.38,0.3564,-0.3755,0.1255,-37.4756,49.6826,204.4678,0,0
137.385,0.3901,-0.3682,0.1392,-45.7153,53.2837,206.0547,0,0
137.39,0.4287,-0.3589,0.167,-53.0396,54.8706,206.7871,0,0
137.395,0.4731,-0.3525,0.1987,-59.021,55.1758,206.9092,0,0
137.4,0.5186,-0.3501,0.2373,-64.4531,55.2368,205.9937,0,0
137.405,0.5649,-0.3491,0.2661,-69.6411,56.0303,204.7729,0,0
137.41,0.6045,-0.3433,0.2935,-74.2188,57.373,202.3926,0,0
137.415,0.6328,-0.3423,0.3198,-78.6133,57.8613,199.8901,0,0
137.42,0.6743,-0.3247,0.3589,-82.3975,57.312,196.106,0,0
137.425,0.7192,-0.3071,0.4038,-85.4492,57.251,191.8945,0,0
137.43,0.7573,-0.2881,0.4355,-87.8296,57.1899,187.1948,0,0
137.435,0.7832,-0.2773,0.4453,-90.1489,56.8848,182.1899,0,0
137.44,0.8057,-0.269,0.4336,-91.98,55.8472,176.9409,0,0
137.445,0.832,-0.2515,0.4204,-94.6045,53.2227,171.6309,0,0
137.45,0.8657,-0.2388,0.4292,-96.9238,49.8657,165.5273,0,0
137.455,0.8989,-0.2212,0.437,-99.2432,46.3867,158.5083,0,0
137.46,0.9165,-0.2026,0.4429,-100.8301,41.2598,150.8179,0,0
137.465,0.9434,-0.1909,0.4658,-102.6611,35.2173,142.8833,0,0
137.47,0.9688,-0.1797,0.498,-104.0039,29.6021,134.3384,0,0
137.475,0.9951,-0.1738,0.5332,-105.2246,24.5361,125.7324,0,0
137.48,1.0205,-0.1807,0.5796,-106.5063,20.9961,116.5161,0,0
137.485,1.0361,-0.1909,0.6133,-108.2764,18.1274,107.7881,0,0
137.49,1.0552,-0.188,0.6719,-109.375,16.0522,98.7549,0,0
137.495,1.0698,-0.1821,0.7197,-110.5347,15.5029,89.2334,0,0
137.5,1.0723,-0.1938,0.7637,-111.2671,16.1133,80.2612,0,0
137.505,1.0728,-0.2017,0.7803,-111.4502,15.8081,72.0215,0,0
137.51,1.0781,-0.2041,0.8042,-112.0605,16.7236,64.0869,0,0
137.515,1.082,-0.2124,0.8262,-112.7319,19.9585,57.0679,0,0
137.52,1.0776,-0.2114,0.8481,-113.4033,23.6816,49.5605,0,0
137.525,1.0859,-0.1948,0.8765,-114.0747,26.7334,41.687,0,0
137.53,1.0981,-0.1768,0.9131,-114.2578,31.5552,33.0811,0,0
137.535,1.104,-0.165,0.9272,-114.2578,36.0718,25.2686,0,0
137.54,1.1182,-0.1348,0.978,-117.1875,43.457,15.3198,0,0
137.545,1.1118,-0.2026,0.9883,-117.0654,53.1616,8.1177,0,0
137.55,1.0762,-0.2817,0.895,-114.3799,54.2603,2.1362,0,0
137.555,1.1382,-0.1919,0.9692,-123.5962,55.9692,-5.249,0,0
137.56,1.1294,-0.2988,0.9648,-117.1265,73.6694,-10.9253,0,0
137.565,1.0542,-0.2339,0.8408,-122.6807,65.7349,-16.9678,0,0
137.57,1.1221,-0.314,0.937,-122.1924,64.3921,-24.7192,0,0
137.575,1.1094,-0.2959,0.8975,-124.6948,67.3218,-31.4331,0,0
137.58,1.0776,-0.2632,0.856,-126.6479,59.8145,-37.1094,0,0
137.585,1.1123,-0.2944,0.917,-127.8076,55.3589,-43.457,0,0
137.59,1.1592,-0.0752,0.7739,-119.3848,47.7295,-57.9834,0,0
137.595,1.3086,-0.1816,0.7007,-123.1689,33.2642,-60.3027,0,0
137.6,1.1235,-0.146,0.9233,-126.1597,33.4473,-65.5518,0,0
137.605,1.0898,-0.1636,0.979,-126.77,35.4004,-72.0825,0,0
137.61,1.0786,-0.1934,1.021,-123.8403,24.5361,-80.9937,0,0
137.615,1.1548,-0.1484,1.1299,-125.6104,19.4702,-95.3979,0,0
137.62,1.1616,-0.1636,1.209,-120.3613,23.8647,-96.4355,0,0
137.625,1.1299,-0.1616,1.2446,-117.6147,25.3296,-106.0181,0,0
137.63,1.1401,-0.1646,1.3105,-114.8071,22.8271,-114.9292,0,0
137.635,1.1704,-0.1646,1.3906,-112.915,29.7852,-123.9014,0,0
137.64,1.1504,-0.1387,1.3975,-113.0371,39.0625,-133.3618,0,0
137.645,1.1113,-0.1445,1.3955,-109.314,43.0298,-142.0898,0,0
137.65,1.1128,-0.1421,1.4268,-107.8491,46.5698,-151.123,0,0
137.655,1.1074,-0.1431,1.4575,-106.9336,54.9927,-160.4004,0,0
137.66,1.0732,-0.1533,1.4507,-106.0181,62.1948,-169.7388,0,0
137.665,1.0347,-0.1626,1.439,-103.9429,64.0259,-179.1992,0,0
137.67,1.0078,-0.1719,1.436,-101.4404,64.4531,-188.6597,0,0
137.675,0.9775,-0.1768,1.4331,-99.3042,65.979,-197.998,0,0
137.68,0.9312,-0.2095,1.4404,-97.1069,65.5518,-207.3364,0,0
137.685,0.8813,-0.2524,1.4624,-93.9941,62.5,-216.6748,0,0
137.69,0.8257,-0.2881,1.4883,-89.1724,58.5327,-224.9756,0,0
137.695,0.7681,-0.3164,1.5098,-84.4727,53.7109,-232.8491,0,0
137.7,0.6987,-0.3501,1.5249,-78.7964,48.7671,-239.502,0,0
137.705,0.626,-0.3882,1.542,-72.1436,42.4194,-245.4224,0,0
137.71,0.5522,-0.4321,1.564,-65.4297,34.9731,-250.4272,0,0
137.715,0.4795,-0.4785,1.6035,-58.1055,28.1372,-253.9673,0,0
137.72,0.4053,-0.5298,1.6494,-50.7202,22.522,-255.9204,0,0
137.725,0.3364,-0.5679,1.6992,-42.8467,17.7002,-257.0801,0,0
137.73,0.2676,-0.5962,1.7529,-35.2783,15.1367,-256.958,0,0
137.735,0.2075,-0.5898,1.7949,-28.5645,14.7705,-255.9814,0,0
137.74,0.1475,-0.5854,1.8403,-22.2778,17.5781,-253.8452,0,0
137.745,0.0864,-0.5913,1.8779,-16.9067,23.1323,-251.2207,0,0
137.75,0.0317,-0.5913,1.9009,-12.085,30.0293,-248.1689,0,0
137.755,-0.0249,-0.6045,1.9136,-7.4463,38.3911,-244.812,0,0
137.76,-0.0762,-0.6362,1.9126,-4.8218,48.2178,-241.2109,0,0
137.765,-0.1353,-0.6235,1.8896,-0.7324,58.2886,-236.8164,0,0
137.77,-0.1958,-0.627,1.8555,3.3569,67.627,-231.3232,0,0
137.775,-0.2485,-0.6377,1.7988,7.6904,75.0122,-225.4639,0,0
137.78,-0.4258,-0.3735,1.7949,10.6201,79.2847,-221.0693,0,0
137.785,-0.3804,-0.5835,1.5981,15.4419,80.4443,-211.5479,0,0
137.79,-0.4126,-0.6392,1.5366,19.4702,81.7261,-204.9561,0,0
137.795,-0.4951,-0.6616,1.437,22.583,75.5005,-197.876,0,0
137.8,-0.5332,-0.6709,1.3818,25.2686,65.1245,-189.9414,0,0
137.805,-0.5693,-0.666,1.3491,27.1606,56.8237,-182.1899,0,0
137.81,-0.5654,-1.3989,0.9922,59.5703,52.4292,-163.8794,0,0
137.815,-0.3325,-1.8164,1.7393,28.3203,31.189,-168.396,0,0
137.82,-0.7412,-0.5547,1.248,31.1279,31.25,-162.1704,0,0
137.825,-0.6772,-0.6724,1.3491,34.4849,10.9253,-144.043,0,0
137.83,-0.6519,-0.6079,1.3682,36.1328,0.6104,-138.3057,0,0
137.835,-0.645,-0.5708,1.4009,35.9497,5.5542,-127.0752,0,0
137.84,-0.6621,-0.5674,1.395,38.3301,4.4556,-118.2251,0,0
137.845,-0.6313,-0.5635,1.4209,41.626,-1.4038,-109.6802,0,0
137.85,-0.5879,-0.4976,1.4419,45.5933,0.3052,-101.5625,0,0
137.855,-0.5542,-0.4663,1.4531,47.7295,9.5825,-94.1162,0,0
137.86,-0.5547,-0.4517,1.4229,50.1709,16.3574,-87.1582,0,0
137.865,-0.5254,-0.4365,1.4087,53.1006,20.752,-80.6274,0,0
137.87,-0.48,-0.4189,1.3916,55.4199,29.6021,-74.585,0,0
137.875,-0.4556,-0.4023,1.3433,56.7627,41.2598,-69.2749,0,0
137.88,-0.4443,-0.3809,1.2773,58.0444,49.9878,-64.209,0,0
137.885,-0.4189,-0.3589,1.2183,59.2651,57.251,-59.6313,0,0
137.89,-0.3882,-0.3311,1.1611,59.6313,65.2466,-55.3589,0,0
137.895,-0.3706,-0.3164,1.0884,59.4482,72.998,-51.6968,0,0
137.9,-0.3584,-0.3037,1.019,59.3872,77.8809,-48.4009,0,0
137.905,-0.3384,-0.29,0.958,58.7158,81.0547,-45.3491,0,0
137.91,-0.3203,-0.2803,0.9004,58.0444,83.7402,-42.9077,0,0
137.915,-0.3066,-0.2695,0.8481,56.8848,85.022,-40.9546,0,0
137.92,-0.2993,-0.2598,0.793,56.0303,84.7168,-38.9404,0,0
137.925,-0.2939,-0.2485,0.7363,54.8706,82.5806,-37.0483,0,0
137.93,-0.2871,-0.2456,0.6909,53.5889,79.4067,-35.2173,0,0
137.935,-0.2803,-0.2397,0.6489,51.7578,75.5615,-33.0811,0,0
137.94,-0.2822,-0.2305,0.6074,49.8047,70.4346,-31.311,0,0
137.945,-0.2813,-0.2202,0.5752,47.9736,63.7817,-29.1138,0,0
137.95,-0.2783,-0.2007,0.5542,45.9595,56.7627,-26.7334,0,0
137.955,-0.2734,-0.1953,0.5376,44.0674,49.8047,-24.1089,0,0
137.96,-0.2715,-0.1777,0.5371,41.3208,43.0298,-21.3623,0,0
137.965,-0.2686,-0.1763,0.5371,39.4897,36.3159,-18.0664,0,0
137.97,-0.2559,-0.1714,0.54,36.499,29.8462,-14.7095,0,0
137.975,-0.2495,-0.1714,0.541,33.3252,24.1699,-11.4136,0,0
137.98,-0.2427,-0.1631,0.5342,30.2124,18.7988,-8.0566,0,0
137.985,-0.2349,-0.1465,0.5352,26.4893,13.5498,-4.8218,0,0
137.99,-0.2207,-0.1309,0.5381,22.4609,9.0942,-1.709,0,0
137.995,-0.2124,-0.1138,0.5542,17.8223,5.3711,0.9155,0,0
138,-0.1958,-0.103,0.5732,13.3057,2.1973,4.0283,0,0
138.005,-0.1812,-0.0981,0.6011,8.728,-0.061,6.958,0,0
138.01,-0.1626,-0.0942,0.627,4.3335,-1.4038,9.7656,0,0
138.015,-0.1455,-0.0923,0.6533,0.2441,-2.5635,12.3291,0,0
138.02,-0.1274,-0.0928,0.6748,-3.54,-3.2349,14.4653,0,0
138.025,-0.1084,-0.0942,0.7021,-7.2021,-3.479,16.6016,0,0
138.03,-0.0845,-0.0903,0.731,-10.8032,-2.6245,18.3716,0,0
138.035,-0.0664,-0.0845,0.7505,-13.855,-1.4648,19.6533,0,0
138.04,-0.0518,-0.0835,0.772,-16.9678,-0.3662,20.6909,0,0
138.045,-0.0366,-0.0889,0.7949,-20.0195,1.3428,21.6675,0,0
138.05,-0.0254,-0.0874,0.8086,-23.1323,3.2349,22.4609,0,0
138.055,-0.0229,-0.0972,0.8193,-25.2686,4.1504,23.3154,0,0
138.06,-0.0449,-0.0098,0.7622,-31.4331,1.0376,22.8882,0,0
138.065,0.0078,-0.1035,0.8359,-28.6865,4.6387,24.6582,0,0
138.07,-0.0225,-0.083,0.8101,-32.7759,1.8921,23.9868,0,0
138.075,-0.002,-0.0977,0.8438,-31.4941,-0.5493,24.7803,0,0
138.08,0.0059,-0.0811,0.8579,-33.1421,-3.2959,24.5361,0,0
138.085,0.019,-0.082,0.8833,-33.02,-3.3569,24.9023,0,0
138.09,0.0186,-0.0728,0.9004,-33.7524,-4.6997,24.5972,0,0
138.095,0.0229,-0.0669,0.9268,-33.2642,-6.2866,24.6582,0,0
138.1,0.0337,-0.0684,0.9575,-32.8369,-7.019,24.4751,0,0
138.105,0.0381,-0.0698,0.9795,-32.2266,-6.4087,24.6582,0,0
138.11,0.0415,-0.0728,0.9956,-31.4331,-5.7983,24.5972,0,0
138.115,0.0454,-0.0752,1.0122,-30.1514,-5.4321,24.4751,0,0
138.12,0.0557,-0.0757,1.0234,-28.7476,-4.5166,24.4751,0,0
138.125,0.0591,-0.0762,1.0317,-27.4658,-3.0518,24.4141,0,0
138.13,0.0654,-0.0796,1.0327,-26.4893,-1.8921,24.353,0,0
138.135,0.0723,-0.0796,1.0332,-25.3296,-0.9766,24.1699,0,0
138.14,0.0796,-0.082,1.0327,-24.4141,0,23.8037,0,0
138.145,0.0884,-0.0898,1.0308,-23.6816,0.9155,23.3765,0,0
138.15,0.0972,-0.0967,1.0273,-23.0103,1.77,22.9492,0,0
138.155,0.1025,-0.1025,1.0249,-22.8271,2.1973,22.0337,0,0
138.16,0.1079,-0.1108,1.0239,-22.644,2.5635,21.1792,0,0
138.165,0.1118,-0.123,1.022,-22.583,2.8076,20.2637,0,0
138.17,0.1084,-0.1309,1.0127,-22.7661,2.6855,19.2261,0,0
138.175,0.104,-0.1333,1.002,-23.2544,2.0142,18.1885,0,0
138.18,0.103,-0.1255,0.999,-23.9258,1.2207,17.1509,0,0
138.185,0.1016,-0.1177,1.001,-25.0244,0.5493,16.4795,0,0
138.19,0.0977,-0.1167,1.0083,-26.062,-0.1831,15.564,0,0
138.195,0.0947,-0.1196,1.0205,-27.0386,-1.0376,15.0757,0,0
138.2,0.0928,-0.1191,1.0317,-27.3438,-1.6479,14.5264,0,0
138.205,0.0962,-0.1221,1.0483,-27.832,-2.0142,14.1602,0,0
138.21,0.0967,-0.123,1.063,-27.771,-2.0142,13.855,0,0
138.215,0.0972,-0.1167,1.0791,-27.771,-1.8311,13.6108,0,0
138.22,0.1006,-0.1152,1.0938,-27.4048,-1.3428,13.1836,0,0
138.225,0.1025,-0.1133,1.1045,-26.5503,-1.0376,12.7563,0,0
138.23,0.1064,-0.1118,1.1177,-25.7568,0,12.3901,0,0
138.235,0.1113,-0.1094,1.1279,-24.353,1.2817,11.8408,0,0
138.24,0.1143,-0.1069,1.1362,-23.0103,2.3804,11.1084,0,0
138.245,0.1167,-0.1079,1.1489,-21.5454,3.8452,10.437,0,0
138.25,0.1143,-0.106,1.1553,-19.8364,5.7983,9.8267,0,0
138.255,0.1162,-0.1094,1.1631,-18.0054,7.8735,9.1553,0,0
138.26,0.1118,-0.1147,1.1631,-16.0522,9.8267,8.4839,0,0
138.265,0.1118,-0.1133,1.1631,-14.0381,11.9019,7.9346,0,0
138.27,0.1074,-0.1177,1.1538,-12.2681,13.916,7.3242,0,0
138.275,0.104,-0.1167,1.1445,-10.498,16.0522,6.897,0,0
138.28,0.0996,-0.1177,1.1299,-9.0942,17.7612,6.5918,0,0
138.285,0.0947,-0.1206,1.1206,-7.9346,18.7378,6.3477,0,0
138.29,0.0938,-0.125,1.1079,-6.7749,19.7144,6.1646,0,0
138.295,0.0859,-0.125,1.0923,-5.7983,20.1416,6.0425,0,0
138.3,0.0879,-0.1201,1.0742,-4.6387,19.2871,5.7983,0,0
138.305,0.0884,-0.1157,1.0571,-3.418,18.1885,5.188,0,0
138.31,0.0874,-0.1152,1.0439,-2.7466,16.8457,4.5776,0,0
138.315,0.083,-0.1216,1.0376,-2.2583,15.0757,3.8452,0,0
138.32,0.0796,-0.1226,1.0366,-1.5259,13.1836,3.1738,0,0
138.325,0.0771,-0.1279,1.0361,-0.9155,11.3525,2.6855,0,0
138.33,0.0742,-0.1265,1.0396,-0.1831,9.6436,2.0752,0,0
138.335,0.0737,-0.1245,1.0381,0.3052,8.4229,1.5869,0,0
138.34,0.0664,-0.1235,1.0386,1.0376,6.7749,0.9155,0,0
138.345,0.0654,-0.1182,1.0371,1.77,5.6763,0.6104,0,0
138.35,0.063,-0.1187,1.0371,2.3804,4.6387,0.2441,0,0
138.355,0.0596,-0.1221,1.0361,2.9297,3.9063,-0.1221,0,0
138.36,0.0566,-0.125,1.0405,3.479,3.2959,-0.061,0,0
138.365,0.0547,-0.125,1.0322,4.0894,2.9297,-0.1221,0,0
138.37,0.0508,-0.1221,1.0259,4.3945,2.3193,-0.3052,0,0
138.375,0.0498,-0.1191,1.0195,4.9438,2.1973,-0.4272,0,0
138.38,0.0508,-0.1206,1.0151,4.9438,1.8311,-0.3662,0,0
138.385,0.0474,-0.1162,1.0093,5.0659,1.77,-0.6714,0,0
138.39,0.0488,-0.1162,1.0034,5.249,1.2817,-0.8545,0,0
138.395,0.0513,-0.1201,0.9985,4.9438,1.1597,-1.0376,0,0
138.4,0.0493,-0.123,1.0044,4.6387,1.4038,-1.3428,0,0
138.405,0.0513,-0.1157,1.0015,4.6997,1.4038,-1.77,0,0
138.41,0.0508,-0.1196,1.0039,4.7607,1.4648,-2.1973,0,0
138.415,0.0493,-0.1157,1.0098,4.6997,2.3193,-2.6855,0,0
138.42,0.0488,-0.1206,1.0122,4.5166,3.2349,-3.1128,0,0
138.425,0.0464,-0.1187,1.0112,4.9438,3.6011,-3.7842,0,0
138.43,0.0459,-0.1235,1.0088,5.0659,4.0894,-4.1504,0,0
138.435,0.0444,-0.125,1.0083,5.127,4.7607,-4.8828,0,0
138.44,0.0381,-0.1333,1.0029,5.3101,5.3101,-5.249,0,0
138.445,0.0352,-0.1343,0.9941,5.9814,5.3711,-5.8594,0,0
138.45,0.0322,-0.1348,0.9902,6.3477,5.249,-6.2256,0,0
138.455,0.0298,-0.1318,0.9854,6.8359,5.5542,-6.5308,0,0
138.46,0.0259,-0.1284,0.98,7.2021,5.3711,-6.6528,0,0
138.465,0.0195,-0.1304,0.9736,7.2632,5.249,-6.6528,0,0
138.47,0.0166,-0.1357,0.9668,7.8125,4.8218,-6.5918,0,0
138.475,0.0142,-0.1406,0.96,7.7515,4.4556,-6.4697,0,0
138.48,0.0073,-0.1372,0.9521,7.7515,4.2114,-6.1646,0,0
138.485,0.0073,-0.1377,0.9438,7.5073,3.7231,-5.8594,0,0
138.49,0.0054,-0.1309,0.9434,7.2632,2.9907,-5.3711,0,0
138.495,0.0044,-0.1284,0.9365,6.958,2.7466,-5.0049,0,0
138.5,0.0054,-0.1245,0.9302,6.5918,2.3193,-4.5776,0,0
138.505,0.0039,-0.1216,0.9272,6.1035,1.8921,-4.2114,0,0
138.51,0.0059,-0.1235,0.9238,5.3711,1.6479,-3.7842,0,0
138.515,0.0088,-0.1221,0.9194,4.7607,1.2207,-3.479,0,0
138.52,0.0103,-0.1221,0.9199,3.9673,1.0376,-3.54,0,0
138.525,0.0146,-0.1196,0.917,2.9907,0.7935,-3.418,0,0
138.53,0.0151,-0.1221,0.9209,2.1362,0.5493,-3.479,0,0
138.535,0.0151,-0.123,0.9229,1.4648,0.7324,-3.479,0,0
138.54,0.0171,-0.1265,0.9302,0.7324,0.6714,-3.7842,0,0
138.545,0.0156,-0.125,0.9351,0.2441,1.1597,-4.0894,0,0
138.55,0.0146,-0.1216,0.9434,-0.6104,1.8921,-4.1504,0,0
138.555,0.0151,-0.1226,0.9478,-1.2207,2.8076,-4.3335,0,0
138.56,0.0142,-0.1206,0.9575,-1.9531,4.2725,-4.6997,0,0
138.565,0.0112,-0.125,0.9668,-2.5024,5.7373,-4.7607,0,0
138.57,0.0103,-0.1216,0.9731,-2.6245,7.019,-5.127,0,0
138.575,0.0078,-0.127,0.9727,-3.1738,8.4839,-5.3101,0,0
138.58,0.0073,-0.1284,0.9727,-3.6621,10.1929,-5.3101,0,0
138.585,0.002,-0.1333,0.9668,-3.9673,11.4746,-5.4932,0,0
138.59,0,-0.1445,0.9692,-4.9438,12.3901,-5.3101,0,0
138.595,-0.002,-0.1367,0.9644,-4.3335,12.6343,-5.3711,0,0
138.6,-0.0093,-0.1392,0.9492,-5.0049,12.5732,-5.188,0,0
138.605,-0.0122,-0.1309,0.9492,-5.3101,12.2681,-5.249,0,0
138.61,-0.0181,-0.1343,0.9468,-5.4321,11.5967,-5.0049,0,0
138.615,-0.0234,-0.1396,0.9458,-5.6152,10.376,-4.6387,0,0
138.62,-0.0259,-0.147,0.9448,-5.4321,8.9111,-4.0283,0,0
138.625,-0.0298,-0.1455,0.9404,-5.4321,7.0801,-3.6621,0,0
138.63,-0.0313,-0.1431,0.9424,-5.4321,5.127,-2.8687,0,0
138.635,-0.0308,-0.1431,0.9429,-5.188,3.418,-2.4414,0,0
138.64,-0.0308,-0.1416,0.9497,-5.3101,1.6479,-1.9531,0,0
138.645,-0.0278,-0.1436,0.9561,-5.188,0,-1.5869,0,0
138.65,-0.0303,-0.146,0.9683,-5.0659,-1.2817,-1.0986,0,0
138.655,-0.0298,-0.1465,0.9785,-4.8828,-2.3804,-0.3662,0,0
138.66,-0.0303,-0.147,0.9849,-4.4556,-3.0518,0.061,0,0
138.665,-0.0278,-0.1499,0.9951,-4.2114,-3.6621,0.5493,0,0
138.67,-0.0244,-0.1523,1.001,-3.9063,-3.9063,1.0376,0,0
138.675,-0.0259,-0.1523,1.0049,-3.3569,-3.7231,1.6479,0,0
138.68,-0.0288,-0.1587,1.0034,-3.2349,-3.9063,2.1973,0,0
138.685,-0.0254,-0.1479,1.0029,-2.3804,-3.9063,2.6245,0,0
138.69,-0.0254,-0.1465,0.9971,-2.3193,-3.7231,2.9907,0,0
138.695,-0.0239,-0.146,0.9995,-2.0752,-3.6011,3.2349,0,0
138.7,-0.0259,-0.146,0.9912,-2.0752,-3.418,3.7231,0,0
138.705,-0.0259,-0.1445,0.9844,-1.8311,-3.7842,3.9673,0,0
138.71,-0.0239,-0.1431,0.979,-1.9531,-4.0894,4.3945,0,0
138.715,-0.0239,-0.1406,0.9736,-2.3804,-4.1504,4.8218,0,0
138.72,-0.0205,-0.1377,0.9648,-2.8687,-4.2114,5.3711,0,0
138.725,-0.0171,-0.1357,0.9678,-3.1738,-4.5776,5.6152,0,0
138.73,-0.0146,-0.1357,0.9663,-3.7231,-4.8828,5.9814,0,0
138.735,-0.0112,-0.1372,0.9692,-3.9673,-5.0659,6.2256,0,0
138.74,-0.0073,-0.1367,0.9707,-4.3945,-5.3101,6.5308,0,0
138.745,-0.0034,-0.1377,0.9741,-4.6997,-5.188,6.5308,0,0
138.75,-0.002,-0.1377,0.9771,-4.8828,-5.249,6.4087,0,0
138.755,0.002,-0.1338,0.978,-5.0659,-5.188,6.4087,0,0
138.76,0.0063,-0.1338,0.9795,-4.9438,-4.8828,6.3477,0,0
138.765,0.0088,-0.1353,0.9829,-4.9438,-4.6387,6.1646,0,0
138.77,0.0088,-0.1421,0.9805,-4.6997,-4.6387,5.7983,0,0
138.775,0.0073,-0.1426,0.9756,-4.5776,-4.8218,5.6763,0,0
138.78,0.0063,-0.1401,0.9678,-4.3335,-5.3101,5.3711,0,0
138.785,0.0078,-0.1387,0.9595,-4.0894,-5.9814,5.188,0,0
138.79,0.0073,-0.1357,0.9531,-4.0894,-6.958,4.6997,0,0
138.795,0.0049,-0.1353,0.9502,-3.7231,-8.0566,4.2725,0,0
138.8,0.0063,-0.1357,0.9502,-3.9063,-9.1553,3.9673,0,0
138.805,0.0063,-0.1362,0.9512,-3.9063,-10.0098,3.8452,0,0
138.81,0.0059,-0.1372,0.9492,-3.7231,-11.1084,3.418,0,0
138.815,0.0078,-0.1382,0.9492,-3.6621,-11.9629,3.3569,0,0
138.82,0.0073,-0.1401,0.9517,-3.54,-12.9395,3.1128,0,0
138.825,0.0063,-0.1382,0.9463,-3.6621,-13.4888,2.8687,0,0
138.83,0.0063,-0.1382,0.9443,-3.9063,-14.2822,2.6855,0,0
138.835,0.0078,-0.1367,0.9419,-4.2114,-14.7095,2.5635,0,0
138.84,0.0073,-0.1284,0.9419,-4.6997,-14.8315,2.2583,0,0
138.845,0.0088,-0.1235,0.9434,-5.4932,-14.8315,1.8311,0,0
138.85,0.0054,-0.1128,0.9429,-6.4087,-14.8315,1.4038,0,0
138.855,0.0059,-0.106,0.9487,-7.8125,-14.2212,0.7324,0,0
138.86,0.0044,-0.1025,0.9551,-9.5215,-13.3057,0,1,0
138.865,0,-0.0933,0.9653,-11.3525,-11.7188,-0.9155,1,0
138.87,-0.0044,-0.0869,0.9824,-13.3057,-10.1929,-2.0142,1,0
138.875,-0.0122,-0.0801,0.9971,-15.1367,-8.1177,-2.9907,1,0
138.88,-0.0229,-0.0742,1.0098,-16.7847,-5.7983,-3.9063,1,0
138.885,-0.0361,-0.0703,1.0195,-18.1274,-3.54,-4.5776,1,0
138.89,-0.0459,-0.0635,1.0283,-19.2871,-1.77,-5.188,1,0
138.895,-0.0605,-0.0513,1.0342,-20.0195,-0.2441,-5.6763,1,0
138.9,-0.0732,-0.0386,1.0322,-20.5688,0.3662,-6.4697,1,0
138.905,-0.0889,-0.0273,1.0347,-21.6064,1.0986,-7.0801,1,0
138.91,-0.105,-0.0254,1.0444,-22.583,1.77,-7.2632,1,0
138.915,-0.1313,-0.0083,1.043,-22.8882,1.4648,-7.019,1,0
138.92,-0.1514,0.0225,1.0337,-23.8037,0.4272,-5.9204,1,0
138.925,-0.168,0.0532,1.0278,-25.0854,-1.6479,-4.4556,1,0
138.93,-0.1914,0.083,1.0171,-27.0996,-4.2725,-2.5635,1,0
138.935,-0.2104,0.0938,1.0063,-29.6021,-8.4229,-0.1831,1,0
138.94,-0.231,0.0947,1.001,-32.2266,-13.855,2.8687,1,0
138.945,-0.25,0.0918,0.9922,-34.668,-21.7285,6.7139,1,0
138.95,-0.2646,0.0781,0.9873,-37.1094,-31.189,11.2915,1,0
138.955,-0.2788,0.0542,0.9937,-39.917,-41.748,16.4795,1,0
138.96,-0.2832,0.0142,1.0107,-43.0908,-53.1616,22.4609,1,0
138.965,-0.2822,-0.0347,1.0425,-46.0815,-65.4297,29.1138,1,0
138.97,-0.2686,-0.0835,1.0967,-49.3774,-77.0874,36.1328,1,0
138.975,-0.2559,-0.1313,1.1655,-52.6123,-87.5244,43.7622,1,0
138.98,-0.2339,-0.1694,1.249,-55.3589,-96.7407,51.5747,1,0
138.985,-0.2026,-0.2051,1.3364,-57.7393,-104.4312,59.3872,1,0
138.99,-0.165,-0.2363,1.4316,-59.082,-110.4736,67.0776,1,0
138.995,-0.1274,-0.2485,1.5171,-59.7534,-114.502,73.3032,1,0
139,-0.1284,-0.1899,1.4927,-58.5327,-121.6431,78.186,1,0
139.005,-0.0132,-0.25,1.6157,-60.2417,-129.0283,82.0923,1,0
139.01,0.0098,-0.3477,1.7261,-62.0117,-125,86.2427,1,0
139.015,0.0156,-0.4097,1.8071,-58.5327,-125.3662,89.9048,1,0
139.02,0.0654,-0.4458,1.8872,-53.0396,-132.4463,91.8579,1,0
139.025,0.1528,-0.4692,2.0059,-48.5229,-131.7749,91.8579,1,0
139.03,0.1816,-0.4624,2.0835,-42.7856,-123.7793,90.5151,1,0
139.035,0.1807,-0.4399,2.1318,-34.9121,-121.1548,88.6841,1,0
139.04,0.2173,-0.3955,2.2061,-26.2451,-120.1172,85.9375,1,0
139.045,0.2588,-0.356,2.2793,-18.6768,-111.4502,82.2754,1,0
139.05,0.2622,-0.3442,2.332,-11.2915,-100.1587,78.3691,1,0
139.055,0.2549,-0.3413,2.3726,-2.0142,-90.6372,74.1577,1,0
139.06,0.2651,-0.3438,2.4014,7.5684,-80.4443,70.1904,1,0
139.065,0.2739,-0.3438,2.4165,16.2354,-65.918,66.5283,1,0
139.07,0.2632,-0.3394,2.4019,24.231,-50.6592,63.2324,1,0
139.075,0.2188,-0.3496,2.3652,31.7993,-36.499,61.1572,1,0
139.08,0.2061,-0.3472,2.3164,38.8184,-24.292,58.3496,1,0
139.085,0.1895,-0.3682,2.2583,44.2505,-12.207,57.8003,1,0
139.09,0.1655,-0.3916,2.186,49.0723,-0.4272,57.8613,1,0
139.095,0.1479,-0.3931,2.0889,53.1006,9.6436,59.2041,1,0
139.1,0.1353,-0.375,1.9956,55.481,16.9678,60.8521,1,0
